placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Hayat Mall,2646188,90,4,1,"Prior to the last six months, I've had good experiences, that is because I rarely went there, but during these last six months when i became a customer. I've had one of the worst experiences I never thought I would see at hayat market, firstly, very bad online customer care, to the point where you would wait for hours to get a response. Dishonest workers, they seem like they hate their job and mislead you into buying wrong products that you didn't ask for. The cashiers, there was one girl when I approached her, she just told me to go another cashier  and ignored me completely, didn't even look at me, very impolite and mean. Just the other day there was this girl who put things I didn't even ask for while scanning the prices of my things, I was angry but I didn't want to cause a scene and paid for it, that is a very dishonest worker, besides that there are wrong price tags in the products. 
Hope that cleared the reason for my rating.",en,"King Abdulaziz Road, Riyadh Saudi Arabia",46.680237,24.742975,https://www.tripadvisor.com/Attraction_Review-g293995-d2646188-Reviews-Hayat_Mall-Riyadh_Riyadh_Province.html,http://www.hayat-mall.com/en/moredreamshome.aspx,,Shopping Malls,
King Fahd Glorious Quran Printing Complex,9714512,54,5,5,"جزى الله القائمين عليه ومن أتى بفكرته خيراً،  وجزى الملك فهد وقادة هذا البلد خير الجزاء على هذا الصرح العظيم.. فيه تتجلى كل معاني الاتقان والجودة وحُقّ له ذلك وهو يقوم على طباعة أنفس وأطهر كتاب على وجه البسيطة..",ar,"Tabuk Trunk Road, Medina Saudi Arabia",39.46706,24.52353,https://www.tripadvisor.com/Attraction_Review-g298551-d9714512-Reviews-King_Fahd_Glorious_Quran_Printing_Complex-Medina_Al_Madinah_Province.html,http://www.qurancomplex.gov.sa,,Points of Interest & Landmarks,
Alrashid Mall,6909980,59,4,4,"The large, modern mall has pretty much everything you could want - a variety of shops, a food court offering a variety of cuisines and a multiplex to watch movies. The multi-story mall has beautiful fountains on the ground floor and is a great place to visit whether you want to buy high fashion or daily necessities.",en,"Prince Mohammad Bin Nasser Rd, Jazan Saudi Arabia",42.56552,16.92245,https://www.tripadvisor.com/Attraction_Review-g1074315-d6909980-Reviews-Alrashid_Mall-Jazan_Jizan_Province.html,http://www.oudelite.com,,Shopping Malls,
King Abdulaziz Center for World Culture,15042537,60,5,5,"t was definitely a fun experience as you can see through my pictures. What I really enjoyed comparing to European's museums is how clean everything was, no crowds, AC everywhere, nice modern design and I really liked the photography wall where you can pick what photos you wanna see and I didn't see it in any other museum. I wouldn't mind if there would be one exhibition focus more on KSA. Also if you would look for a marketing face, here I'm haha.
(ig: neumim_vymyslet_dobre_jmeno)",en,"8386 Ring Road,, Dhahran Saudi Arabia",50.119602,26.335714,https://www.tripadvisor.com/Attraction_Review-g298548-d15042537-Reviews-King_Abdulaziz_Center_for_World_Culture-Dhahran_Eastern_Province.html,http://www.kingabdulazizcenter.com,,Educational sites,
Golden Belt Walk,8752525,53,4,4,"مدينة جميلة على الخليج العربي ولها شاطئ نظيف ومميز وأسواق وطاعم وكافيهات وإطلالات  رائعة على البحر وشواطئ للسباحة والصيد وقضاء وقت ممتعمع الاهل والاصدقاء",ar,"King Salman Bin Abdulaziz Road, Al Khobar Saudi Arabia",50.192577,26.313286,https://www.tripadvisor.com/Attraction_Review-g298545-d8752525-Reviews-Golden_Belt_Walk-Al_Khobar_Eastern_Province.html,,,Parks,
Masjid Al Ghamamah,11721733,53,5,5,"my first time visit to this mosque, it's an amazing mosque also very close with mosque Nabawi. very unique and clean area. we can do prayer inside and very close with Mosque Ali.",en,"Al Haram, Medina 42311 Saudi Arabia",39.606907,24.465698,https://www.tripadvisor.com/Attraction_Review-g298551-d11721733-Reviews-Masjid_Al_Ghamamah-Medina_Al_Madinah_Province.html,,42311,Religious Sites,
Wadi E Jin,9612202,59,4,5,I wanted to visit this phenomenal location for two reasons. Firstly the significance with the coming of Imam Mahdi (as) and the army that will come from Sham to attack them and the Army will be swallowed up in the area of Baida and secondly for the Valley of the Jinns. The Valley of the Jinns/Baida gave me the most amazing euphoric feeling. The Valley is stunning and beautiful. I wasn’t interested in any scientific’s as I witnessed the experiences other posters have mentioned but the fact that the connection with Imam Mahdi (as) and presence felt was a spiritual and gracious experience. I can’t wait for the day when The Valley of the Jinns/Baida has the opportunity to play it’s part in history as I hope I do mine. To The Valley of the Jinns/Baida with so much love✨,en,"Al Baida Road, Medina 8110 Saudi Arabia",39.465424,24.697313,https://www.tripadvisor.com/Attraction_Review-g298551-d9612202-Reviews-Wadi_E_Jin-Medina_Al_Madinah_Province.html,,8110,Mountains,
Sahara Mall,2646183,51,4,5,"Sahara mall has the best cinema  in Riyadh HANDS DOWN. reasons I say this are the following :

-less crowds in the overall mall especially the cinema and the lines are not as long

-stress free, they barely have any technical issues etc
----------

Sahara mall is right opposite hayat mall so this location is perfect for being able to maximise your shopping experience 🛍️and still go to the movies!  Not to mention the endless restaurant and cafe options! ",en,"King Abdul Aziz Road Northwest of the intersection with King Abdullah Road, Riyadh 12272 Saudi Arabia",46.58425,24.75441,https://www.tripadvisor.com/Attraction_Review-g293995-d2646183-Reviews-Sahara_Mall-Riyadh_Riyadh_Province.html,http://www.saharamall.com.sa/,12272,Shopping Malls,
Al-Shallal Theme Park,5560551,57,4,1,"Le gardien à l'entrée m'a recalé car je portais un qamis marocain, j'ai fait le trajet Makka-Jedda avec mon fils de 5ans spécialement pour lui faire plaisir. C'est honteux, nous sommes bien en Arabie Saoudite ? Non parce que même en France je rentre dans les parcs en qamis.
Le plus grave est qu'en rentrant par la suite à l'intérieur grâce à la bonté des femmes de l'accueil, je m'aperçois que la plupart des hommes portent le qamis mais saoudien. Honte à cet homme qui se rabaisse aux mœurs occidentales pour faire plaisir aux touristes et gagner quelques cacahuètes... Tu devrais aller vivre en occident.",fr,"Al Kurnaysh Br Rd, Jeddah 23413 Saudi Arabia",39.111423,21.568825,https://www.tripadvisor.com/Attraction_Review-g295419-d5560551-Reviews-Al_Shallal_Theme_Park-Jeddah_Makkah_Province.html,http://www.alshallal.com.sa/,23413,Amusement & Theme Parks,
Al Nakheel Beach,9882778,82,4,5,"We visited this place November 2021. We had a weekend get-away. We passed by this beach and I can say that it’s a good place to have a picnic. We just did not test the water since it’s starting to feel cold during that month. But needless to say, the place is huge and it has a children’s park and very kid-friendly. It’s clean and well-maintained when we visited. It has a public toilet as well.",en,"Rd 101, Al Jubail 35718 Saudi Arabia",49.5739,27.11197,https://www.tripadvisor.com/Attraction_Review-g298544-d9882778-Reviews-Al_Nakheel_Beach-Al_Jubail_Eastern_Province.html,,35718,Beaches,
Jabal-e-Rehmat,4701157,56,4.5,4,"pengalaman pertama berdiri diatas bukit di wilayah gurun! berangkat di musim kemarau terasa panas di bawah suhu 41c. suasana sangat ramai. banyak orang mendaki hingga tugu biru untuk berdoa untuk meminta jodoh. untuk pendakian sudah dilengkapi tangga sehingga aman untuk semua umur.

di bagian kaki bukit banyak pedagang es & oleh oleh seperti tasbih & sajadah. ada juga jasa fotografer.",in,Mecca 24258 Saudi Arabia,39.98377,21.354862,https://www.tripadvisor.com/Attraction_Review-g293993-d4701157-Reviews-Jabal_e_Rehmat-Mecca_Makkah_Province.html,http://www.pv.gov.sa,24258,Mountains,
New Abha Cable Car,7084575,78,4,5,لن تكتمل الرحلة إلى أبها بدون ركوب التلفريك الشهير في المدينة ، مع إطلالات بانورامية على جبال السروات المحيطة. كل من هذه الطرق الأربعة يوفر وجهة نظر فريدة من نوعها أن يأخذك إلى الغيوم وعمق توقف الثقافية للمدينة. ضع في اعتبارك أن طرق قرية رجال ألما والحبلة المعلقة تعمل بشكل موسمي خلال فصل الصيف,ar,"Abha Al Jadidah, 3876, Abha 62512 Saudi Arabia",42.484657,18.210207,https://www.tripadvisor.com/Attraction_Review-g298542-d7084575-Reviews-New_Abha_Cable_Car-Abha_Asir_Province.html,,62512,Outdoor Activities,
Arruddaf Park,8670838,80,4.5,3,"First of all, this park is NOT in the middle of the city ad a previous poster said, it is in the far south of the city.  And it s surrounded by a big fence, and doesn't open until 4 pm.  So you don't to see it much in the daytime.  It looks quite nice though.",en,"Ar Ruddaf, Taif 26514 Saudi Arabia",40.425255,21.229183,https://www.tripadvisor.com/Attraction_Review-g298553-d8670838-Reviews-Arruddaf_Park-Taif_Makkah_Province.html,,26514,Parks,
Al Wahbah crater,2249334,76,4.5,4,"The Al Wahbah crater is a 3km wide 250m deep volcano caldera with a white carpet of sodium phosphate across the interior. It’s an impressive sight and worth seeing. 

However! Important notes:

1. Whilst it is technically possible to climb down into the crater, you are not actually allowed to do so and security to patrol the area. This is because people have struggled to get back out in the past.

2. There is no obvious campsite in the volcano rim and it’s very difficult to peg tents into the hard ground. However around 300m to the north of the crater there are lava flows with sandy beds in between which provide cover and better camping

3. The terrain is hard, stony and ridged. Take a spare tyre and go in a vehicle that can handle rugged off-roading 

4. By day we found it to be sunny and pleasant. At night the temperature dropped and there was a howling wind which others had reported so it wasn’t a one-off! See point 2 above. But take a sturdy and/or low tent

5. It’s quite some way from any significant settlement, so time and plan accordingly if not camping overnight",en,"Hafir Kishb, Taif Saudi Arabia",41.13233,22.906122,https://www.tripadvisor.com/Attraction_Review-g298553-d2249334-Reviews-Al_Wahbah_crater-Taif_Makkah_Province.html,http://alwaba.com/,,Geologic Formations,
haifaa Mall,3653758,76,4,5,"Endroit propre et bien organisé…il y in tous les magasins du prêt-à-porter connus au niveau du KSA. Aussi des cafés et fast-food,supermarché manuel …",fr,"Madina Palestine Roads Intersection, Jeddah 126359 Jeddah 21352 Saudi Arabia",39.177227,21.527262,https://www.tripadvisor.com/Attraction_Review-g295419-d3653758-Reviews-Haifaa_Mall-Jeddah_Makkah_Province.html,http://haifaamalljeddah.com,126359 Jeddah 21352,Shopping Malls,
Yanbu Al-Bahr Beach,7261406,76,4,3,"Zugegeben, der Strand ist wunderbar, aber für uns Europäer nicht wirklich für einen Urlaub geeignet. Auch bietet der Ort, die Stadt nicht viel, ich würde schon eher nach Jeddah fahren.",de,"King Abdullah Road, Al-Jaar, Yanbu Saudi Arabia",38.158634,24.005583,https://www.tripadvisor.com/Attraction_Review-g298554-d7261406-Reviews-Yanbu_Al_Bahr_Beach-Yanbu_Al_Madinah_Province.html,,,Beaches,
Al Salam Mall,3653757,74,4.5,4,"Compare to my last visit ( 7ya) the country have changed a lot. They are building skyscrapers,new districts,the woman can drive and choose to wear or not the burka etc..

They are investing a lot so it is the right time to go,now.",en,"Prince Majid Road, Jeddah 07123 Saudi Arabia",39.223595,21.507887,https://www.tripadvisor.com/Attraction_Review-g295419-d3653757-Reviews-Al_Salam_Mall-Jeddah_Makkah_Province.html,https://mall.cenomicenters.com/ar/malls/al-salaam-mall/,7123,Shopping Malls,
Al - huwailat shopping center,9770086,72,3.5,4,"ماركت بنده ومكتبة جرير
تمشينا أنا وصديقي وأخذنا جولة في هايبر بنده ثم مكتبة جرير ويتمير السوق كذلك بالمواقف للسيارات",ar,"Al - huwailat st, Al Jubail 35718 Saudi Arabia",49.565376,27.104609,https://www.tripadvisor.com/Attraction_Review-g298544-d9770086-Reviews-Al_huwailat_shopping_center-Al_Jubail_Eastern_Province.html,http://www.jarir.com/sa-en,35718,Shopping Malls,
Al Tayebat International City,4090222,73,4.5,5,"La visita al museo costituisce un'esperienza da sogno, una piccola avventura.
In una struttura molto grande e molto affascinante, diversi piani di esposizione di opere d'arte, diorami, costumi, gioielli, manufatti, oggetti riportati dai viaggi per il mondo, tavole scientifiche e tanto altro...
Per me una delle esperienze imperdibili in città. Preventivare almeno 3 ore. 
Si può visitare in autonomia, perchè nel costo del biglietto è inclusa la guida, accuratissima.
Prezzo del biglietto contenuto, specie in relazione a ciò che offre.",it,"3170 Raihanat Al Jazirah, Jeddah 23442 Saudi Arabia",39.176857,21.58099,https://www.tripadvisor.com/Attraction_Review-g295419-d4090222-Reviews-Al_Tayebat_International_City-Jeddah_Makkah_Province.html,,23442,Historical Sites,
