name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
Wave Cafe,5.0,cafe shop,,24.7919434,46.7512864,https://www.google.com/maps/place/Wave+Cafe/data=!4m7!3m6!1s0x3e2eff97ca208885:0xc56a534a97aef998!8m2!3d24.7919434!4d46.7512864!16s%2Fg%2F11ss4jt7jn!19sChIJhYggypf_Lj4RmPmul0pTasU?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Parole Café,3.2,cafe shop,,24.7791466,46.75125,https://www.google.com/maps/place/Parole+Cafee/data=!4m7!3m6!1s0x3e2efe065b8b298d:0x616ae280b1376b9f!8m2!3d24.7791466!4d46.75125!16s%2Fg%2F11f5d30s5s!19sChIJjSmLWwb-Lj4Rn2s3sYDiamE?authuser=0&hl=en&rclk=1,,,53,,,,,,,,cafe shops
Dunkin Donuts 10417,4.5,cafe shop,,24.6595471,46.751161,https://www.google.com/maps/place/Dunkin+Donuts+10417/data=!4m7!3m6!1s0x3e2f07047655be7f:0x35be311ee7a22fb8!8m2!3d24.6595471!4d46.751161!16s%2Fg%2F11jy_pyx62!19sChIJf75VdgQHLz4RuC-i5x4xvjU?authuser=0&hl=en&rclk=1,,,14,,,,,,,,cafe shops
Das Mond Café Das Mond Café,4.7,cafe shop,,24.8409662,46.7509437,https://www.google.com/maps/place/Das+Mond+Caf%C3%A9+%D8%AF%D8%A7%D8%B3+%D9%85%D9%88%D9%86%D8%AF+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2effc1858c2761:0x6d4485abc147505b!8m2!3d24.8409662!4d46.7509437!16s%2Fg%2F11jzwb1jj_!19sChIJYSeMhcH_Lj4RW1BHwauFRG0?authuser=0&hl=en&rclk=1,,,211,,,,,,,,cafe shops
Seconds of coffee,4.6,cafe shop,,24.8411525,46.7509353,https://www.google.com/maps/place/%D8%AB%D9%88%D8%A7%D9%86%D9%8A+%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2effda4fdea407:0xc47b6e9eea137fd6!8m2!3d24.8411525!4d46.7509353!16s%2Fg%2F11p014d5tt!19sChIJB6TeT9r_Lj4R1n8T6p5ue8Q?authuser=0&hl=en&rclk=1,,,19,,,,,,,,cafe shops
serb specialty coffee,4.1,cafe shop,,24.82489,46.7505998,https://www.google.com/maps/place/serb+specialty+coffee/data=!4m7!3m6!1s0x3e2eff8013dd1479:0x1056b156047683c8!8m2!3d24.82489!4d46.7505998!16s%2Fg%2F11pv5sxqld!19sChIJeRTdE4D_Lj4RyIN2BFaxVhA?authuser=0&hl=en&rclk=1,,,940,,,,,,,,cafe shops
Jamoka Cafe,4.9,cafe shop,,24.8039231,46.7505695,https://www.google.com/maps/place/Jamoka+Cafe/data=!4m7!3m6!1s0x3e2eff564d306be5:0x5ccd99dc52ffcfff!8m2!3d24.8039231!4d46.7505695!16s%2Fg%2F11tfnw75_x!19sChIJ5WswTVb_Lj4R_8__UtyZzVw?authuser=0&hl=en&rclk=1,,,40,,,,,,,,cafe shops
Different Moments,3.8,cafe shop,,24.68658,46.7505431,https://www.google.com/maps/place/Different+Moments/data=!4m7!3m6!1s0x3e2f072df0c2ed9f:0xf9056bdee1d92b73!8m2!3d24.68658!4d46.7505431!16s%2Fg%2F11g_rmm3tv!19sChIJn-3C8C0HLz4RcyvZ4d5rBfk?authuser=0&hl=en&rclk=1,,,68,,,,,,,,cafe shops
Arena Cafe and Long,3.9,cafe shop,,24.7788587,46.7504862,https://www.google.com/maps/place/%D8%A2%D8%B1%D9%8A%D9%86%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%88%D9%84%D8%A7%D9%88%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2efd8a14c62c7d:0x24fc0ce547c32495!8m2!3d24.7788587!4d46.7504862!16s%2Fg%2F11tdgnwjb6!19sChIJfSzGFIr9Lj4RlSTDR-UM_CQ?authuser=0&hl=en&rclk=1,,,8,,,,,,,,cafe shops
black line coffee,3.8,cafe shop,,24.6084303,46.7503915,https://www.google.com/maps/place/black+line+coffee/data=!4m7!3m6!1s0x3e2f0943fbcf695b:0x86af7a268c546680!8m2!3d24.6084303!4d46.7503915!16s%2Fg%2F11h3bttd23!19sChIJW2nP-0MJLz4RgGZUjCZ6r4Y?authuser=0&hl=en&rclk=1,,,138,,,,,,,,cafe shops
Caribou Coffee - Qurtubah - Caribo Cordoba,3.5,cafe shop,,24.8050062,46.7502692,https://www.google.com/maps/place/Caribou+Coffee+-+Qurtubah+-+%D9%83%D8%A7%D8%B1%D9%8A%D8%A8%D9%88+%D9%82%D8%B1%D8%B7%D8%A8%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2effa03fbf42df:0xfc097b8a78395251!8m2!3d24.8050062!4d46.7502692!16s%2Fg%2F11tslq9p19!19sChIJ30K_P6D_Lj4RUVI5eIp7Cfw?authuser=0&hl=en&rclk=1,,,6,,,,,,,,cafe shops
Coffee Boutique,3.8,cafe shop,,24.7388099,46.7501273,https://www.google.com/maps/place/Coffee+Boutique/data=!4m7!3m6!1s0x3e2f01870f863351:0x260673f8bbf170da!8m2!3d24.7388099!4d46.7501273!16s%2Fg%2F11bwygfcry!19sChIJUTOGD4cBLz4R2nDxu_hzBiY?authuser=0&hl=en&rclk=1,,,281,,,,,,,,cafe shops
Adequate,2.8,cafe shop,,24.7388261,46.7500867,https://www.google.com/maps/place/%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f01b364bd38bd:0xab2de67ac4e8f878!8m2!3d24.7388261!4d46.7500867!16s%2Fg%2F11ghrfntjh!19sChIJvTi9ZLMBLz4RePjoxHrmLas?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
TERRA,4.4,cafe shop,,24.7411169,46.75007,https://www.google.com/maps/place/TERRA/data=!4m7!3m6!1s0x3e2f01f79d4f4159:0xd3ace6971e637073!8m2!3d24.7411169!4d46.75007!16s%2Fg%2F11klrddf0w!19sChIJWUFPnfcBLz4Rc3BjHpfmrNM?authuser=0&hl=en&rclk=1,,,1384,,,,,,,,cafe shops
90Grinder Speciality Coffee,4.1,cafe shop,,24.7845913,46.7497548,https://www.google.com/maps/place/90Grinder+Speciality+Coffee/data=!4m7!3m6!1s0x3e2efff62fd1d251:0x50d51b56914abe41!8m2!3d24.7845913!4d46.7497548!16s%2Fg%2F11frp2hvsn!19sChIJUdLRL_b_Lj4RQb5KkVYb1VA?authuser=0&hl=en&rclk=1,,,355,,,,,,,,cafe shops
Parole Cafe (South Ring Road),4.1,cafe shop,,24.6021021,46.749582,https://www.google.com/maps/place/%D8%A8%D8%A7%D8%B1%D9%88%D9%84%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D8%A9+parole+cafe%28%D8%A7%D9%84%D8%AF%D8%A7%D8%A6%D8%B1%D9%8A+%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%29%E2%80%AD/data=!4m7!3m6!1s0x3e2f09dd08c19c4f:0xe437375f49d181e1!8m2!3d24.6021021!4d46.749582!16s%2Fg%2F11h5s45wbz!19sChIJT5zBCN0JLz4R4YHRSV83N-Q?authuser=0&hl=en&rclk=1,,,292,,,,,,,,cafe shops
Mafraq Coffee,4.5,cafe shop,,24.6862761,46.749106,https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D8%B9%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2f072df866b5b7:0x6a4243da75eaf243!8m2!3d24.6862761!4d46.749106!16s%2Fg%2F11t9wm17_w!19sChIJt7Vm-C0HLz4RQ_LqddpDQmo?authuser=0&hl=en&rclk=1,,,27,,,,,,,,cafe shops
Handle Buffia,3.8,cafe shop,,24.6312387,46.7486849,https://www.google.com/maps/place/Boofiya+shamlan/data=!4m7!3m6!1s0x3e2f0714424d7c05:0xbe830110d8b0ed!8m2!3d24.6312387!4d46.7486849!16s%2Fg%2F11rwx0w4nt!19sChIJBXxNQhQHLz4R7bDYEAGDvgA?authuser=0&hl=en&rclk=1,,,10,,,,,,,,cafe shops
Low light sessions,4.1,cafe shop,,24.9714646,46.7484891,https://www.google.com/maps/place/%D8%AC%D9%84%D8%B3%D8%A7%D8%AA+%D8%A7%D9%84%D8%B6%D9%88%D8%A1+%D8%A7%D9%84%D8%AE%D8%A7%D9%81%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e2ef732065754fb:0xf193ced9f2abb5f3!8m2!3d24.9714646!4d46.7484891!16s%2Fg%2F11j48g3v76!19sChIJ-1RXBjL3Lj4R87Wr8tnOk_E?authuser=0&hl=en&rclk=1,,,50,,,,,,,,cafe shops
Sulalat Coffee,4.3,cafe shop,,24.705542,46.7482935,https://www.google.com/maps/place/Sulalat+Coffee/data=!4m7!3m6!1s0x3e2f053ded08e019:0x47baea5401db03e8!8m2!3d24.705542!4d46.7482935!16s%2Fg%2F11f5_hf1vr!19sChIJGeAI7T0FLz4R6APbAVTqukc?authuser=0&hl=en&rclk=1,,,3464,,,,,,,,cafe shops
Dr. Coffee | V12 Station | Dr. Kaif Cafe,4.3,cafe shop,,24.7839739,46.7480426,https://www.google.com/maps/place/dr.CAFE+COFFEE+%7C+V12+Station+%7C+%D8%AF.%D9%83%D9%8A%D9%81+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2eff5afad247b5:0x84bb199d1c32ffac!8m2!3d24.7839739!4d46.7480426!16s%2Fg%2F11j3vxs02d!19sChIJtUfS-lr_Lj4RrP8yHJ0Zu4Q?authuser=0&hl=en&rclk=1,,,1094,,,,,,,,cafe shops
Passion for coffee and tea Shaghaf Coffee & Tea,5.0,cafe shop,,24.699336,46.7479014,https://www.google.com/maps/place/%D8%B4%D8%BA%D9%81+%D9%82%D9%87%D9%88%D8%A9+%D9%88%D8%B4%D8%A7%D9%87%D9%8A+%7C+Shaghaf+Coffee+%26+Tea%E2%80%AD/data=!4m7!3m6!1s0x3e2f0161e185c609:0x119c1add4f663f05!8m2!3d24.699336!4d46.7479014!16s%2Fg%2F11t52njmdl!19sChIJCcaF4WEBLz4RBT9mT90anBE?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Gourmet Cafe by Umm Saud Al-Qahtani,4.8,cafe shop,,24.5978941,46.74774,https://www.google.com/maps/place/%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A7%D9%84%D8%B0%D9%88%D8%A7%D9%82%D9%87+%D9%84%D8%A3%D9%85+%D8%B3%D8%B9%D9%88%D8%AF+%D8%A7%D9%84%D9%82%D8%AD%D8%B7%D8%A7%D9%86%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f025c47dbc5:0x5170dfc9961817da!8m2!3d24.5978941!4d46.74774!16s%2Fg%2F11fhqkdwrv!19sChIJxdtHXAIPLz4R2hcYlsnfcFE?authuser=0&hl=en&rclk=1,,,32,,,,,,,,cafe shops
Mood Masters Specialty Coffee Roasters & Cafe Mood Masters Specialty Coffee Roasters & Cafe,4.3,cafe shop,,24.7845231,46.7477264,https://www.google.com/maps/place/Mood+Masters+Specialty+Coffee+Roasters+%26+Cafe+%D9%85%D8%AD%D9%85%D8%B5%D8%A9+%D9%88%D9%85%D9%82%D9%87%D9%89+%D9%85%D9%88%D8%AF+%D9%85%D8%A7%D8%B3%D8%AA%D8%B1%D8%B2+%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%B5%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd5f8fb7a897:0x3b0473a4fd421df0!8m2!3d24.7845231!4d46.7477264!16s%2Fg%2F11h4y5bp0z!19sChIJl6i3j1_9Lj4R8B1C_aRzBDs?authuser=0&hl=en&rclk=1,,,314,,,,,,,,cafe shops
Barawi sufficient (healing),3.8,cafe shop,,24.5592164,46.7472265,https://www.google.com/maps/place/%D8%A8%D8%A7%D8%B1%D9%88%D9%84%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%28%D8%A7%D9%84%D8%B4%D9%81%D8%A7%D8%A1%29%E2%80%AD/data=!4m7!3m6!1s0x3e2f0fba86fbf885:0xc2538ded0416cfed!8m2!3d24.5592164!4d46.7472265!16s%2Fg%2F11h_v715vc!19sChIJhfj7hroPLz4R7c8WBO2NU8I?authuser=0&hl=en&rclk=1,,,30,,,,,,,,cafe shops
Keow,3.9,cafe shop,,24.6076863,46.7469208,https://www.google.com/maps/place/Keef+wa+Dallah+Cafe/data=!4m7!3m6!1s0x3e2f0fba3fc9b323:0x6650f2e88a2fe711!8m2!3d24.6076863!4d46.7469208!16s%2Fg%2F11ghpyrkz6!19sChIJI7PJP7oPLz4REecviujyUGY?authuser=0&hl=en&rclk=1,,,228,,,,,,,,cafe shops
Nabati Café | Vegetarian,4.8,cafe shop,,24.8308626,46.7466767,https://www.google.com/maps/place/nabati+Caf%C3%A9+%7C+%D9%85%D9%82%D9%87%D9%89+%D9%86%D8%A8%D8%A7%D8%AA%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2efd91bcdefe45:0x93022a0561c2b187!8m2!3d24.8308626!4d46.7466767!16s%2Fg%2F11sx3drx6d!19sChIJRf7evJH9Lj4Rh7HCYQUqApM?authuser=0&hl=en&rclk=1,,,118,,,,,,,,cafe shops
Dose Cafe,4.0,cafe shop,,24.7635909,46.7465144,https://www.google.com/maps/place/Dose+Cafe/data=!4m7!3m6!1s0x3e2ee359b780c1bf:0x4b7c43219334e8bc!8m2!3d24.7635909!4d46.7465144!16s%2Fg%2F11gmxw818h!19sChIJv8GAt1njLj4RvOg0kyFDfEs?authuser=0&hl=en&rclk=1,,,2164,,,,,,,,cafe shops
Jazwah Specialty Coffee,4.3,cafe shop,,24.6863264,46.7464892,https://www.google.com/maps/place/Jazwah+Specialty+Coffee/data=!4m7!3m6!1s0x3e2f0402f4f629ff:0xd1e8b1467fc0cb1e!8m2!3d24.6863264!4d46.7464892!16s%2Fg%2F11f2dt6pt2!19sChIJ_yn29AIELz4RHsvAf0ax6NE?authuser=0&hl=en&rclk=1,,,752,,,,,,,,cafe shops
Al Humria,5.0,cafe shop,,24.7636821,46.7461978,https://www.google.com/maps/place/Al+Humria/data=!4m7!3m6!1s0x3e2f03f339e18fa7:0xbbff650c2a1e01cb!8m2!3d24.7636821!4d46.7461978!16s%2Fg%2F11kbc4mw07!19sChIJp4_hOfMDLz4RywEeKgxl_7s?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Studio Cafe,3.6,cafe shop,,24.7039095,46.7458957,https://www.google.com/maps/place/Studio+Cafe/data=!4m7!3m6!1s0x3e2f03e2dc2f9e9b:0xc2814ef88ca876c5!8m2!3d24.7039095!4d46.7458957!16s%2Fg%2F11b7q7jrk4!19sChIJm54v3OIDLz4RxXaojPhOgcI?authuser=0&hl=en&rclk=1,,,1445,,,,,,,,cafe shops
Overjar,4.3,cafe shop,,24.7632732,46.7458697,https://www.google.com/maps/place/Overjar+%D8%A3%D9%88%D9%81%D8%B1%D8%AC%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f032fe5a07185:0xcc70a4247aeed7c2!8m2!3d24.7632732!4d46.7458697!16s%2Fg%2F11jm98shlt!19sChIJhXGg5S8DLz4RwtfueiSkcMw?authuser=0&hl=en&rclk=1,,,1482,,,,,,,,cafe shops
Montreux Diem Plaza,4.0,cafe shop,,24.7633158,46.7458585,https://www.google.com/maps/place/Montreux+Deem+Plaza/data=!4m7!3m6!1s0x3e2f03f5e173f609:0x6f6372a2bcb8610b!8m2!3d24.7633158!4d46.7458585!16s%2Fg%2F11mxz5fgp_!19sChIJCfZz4fUDLz4RC2G4vKJyY28?authuser=0&hl=en&rclk=1,,,137,,,,,,,,cafe shops
Champion Café,4.1,cafe shop,,24.7967793,46.7457969,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A7%D9%84%D8%A3%D8%A8%D8%B7%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efdda0ffe6781:0x6c6fbf87f6ec164b!8m2!3d24.7967793!4d46.7457969!16s%2Fg%2F11s9k5l6nr!19sChIJgWf-D9r9Lj4RSxbs9oe_b2w?authuser=0&hl=en&rclk=1,,,11,,,,,,,,cafe shops
Shay Al Rabwa reconciliation,4.6,cafe shop,,24.701488,46.7457965,https://www.google.com/maps/place/%D8%B5%D9%84%D8%AD+%D8%B4%D8%A7%D9%8A+%D8%A7%D9%84%D8%B1%D8%A8%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f035627ba51d9:0x7f71a48901a977ba!8m2!3d24.701488!4d46.7457965!16s%2Fg%2F11rv99y1pk!19sChIJ2VG6J1YDLz4RunepAYmkcX8?authuser=0&hl=en&rclk=1,,,441,,,,,,,,cafe shops
The Pivlon,3.6,cafe shop,,24.7633147,46.7457927,https://www.google.com/maps/place/La+Pivlon/data=!4m7!3m6!1s0x3e2f035d5405d2ab:0x2fbaea620bf7ad70!8m2!3d24.7633147!4d46.7457927!16s%2Fg%2F11ptytsp6r!19sChIJq9IFVF0DLz4RcK33C2Lqui8?authuser=0&hl=en&rclk=1,,,17,,,,,,,,cafe shops
Alnhdah cafe,4.0,cafe shop,,24.7039604,46.7457701,https://www.google.com/maps/place/Alnhdah+cafe/data=!4m7!3m6!1s0x3e2f03e2dc254e85:0x3b94d0dd6fedc80a!8m2!3d24.7039604!4d46.7457701!16s%2Fg%2F11fzvdsnz1!19sChIJhU4l3OIDLz4RCsjtb93QlDs?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Fresh manga juice,5.0,cafe shop,,24.6181566,46.7454702,https://www.google.com/maps/place/%D8%B9%D8%B5%D9%8A%D8%B1%D8%A7%D8%AA+%D9%85%D8%A7%D9%86%D8%AC%D8%A7+%D8%A7%D9%84%D8%B7%D8%A7%D8%B2%D8%AC%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0563436ecd9b:0x83c436b61e2f152f!8m2!3d24.6181566!4d46.7454702!16s%2Fg%2F11nxryrj2b!19sChIJm81uQ2MFLz4RLxUvHrY2xIM?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Eastern Night Cafe,3.8,cafe shop,,24.6738195,46.7452267,https://www.google.com/maps/place/Eastern+Night+Cafe/data=!4m7!3m6!1s0x3e2f05a4c3c92411:0x3f15b14419be6607!8m2!3d24.6738195!4d46.7452267!16s%2Fg%2F11jzf00w3j!19sChIJESTJw6QFLz4RB2a-GUSxFT8?authuser=0&hl=en&rclk=1,,,64,,,,,,,,cafe shops
Spar cafe,4.2,cafe shop,,24.762825,46.7452013,https://www.google.com/maps/place/Spar+cafe/data=!4m7!3m6!1s0x3e2f031ef3060fa9:0x5c3781309ab0dfd3!8m2!3d24.762825!4d46.7452013!16s%2Fg%2F11hy_mj3rl!19sChIJqQ8G8x4DLz4R09-wmjCBN1w?authuser=0&hl=en&rclk=1,,,21,,,,,,,,cafe shops
Diwaniyah Al -Azawah Forum for Coffee,4.0,cafe shop,,24.7540917,46.7448385,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D9%85%D9%84%D8%AA%D9%82%D9%89+%D8%A7%D9%84%D8%A3%D8%B0%D9%88%D8%A7%D9%82+%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f032703e51d43:0x24bbc999a28368be!8m2!3d24.7540917!4d46.7448385!16s%2Fg%2F11h_yphgvp!19sChIJQx3lAycDLz4RvmiDopnJuyQ?authuser=0&hl=en&rclk=1,,,209,,,,,,,,cafe shops
Panorama eye cafe,4.2,cafe shop,,24.606787,46.744774,https://www.google.com/maps/place/Panorama+eye+cafe/data=!4m7!3m6!1s0x3e2f0f4d8f478135:0x5336d33f1bee8c7b!8m2!3d24.606787!4d46.744774!16s%2Fg%2F11cn9ck_zh!19sChIJNYFHj00PLz4Re4zuGz_TNlM?authuser=0&hl=en&rclk=1,,,552,,,,,,,,cafe shops
Atyaf cafe,3.9,cafe shop,,24.7618643,46.7447059,https://www.google.com/maps/place/Atyaf+cafe/data=!4m7!3m6!1s0x3e2f034fb1c50dff:0x92daabfe76f14fd3!8m2!3d24.7618643!4d46.7447059!16s%2Fg%2F11p104c_k5!19sChIJ_w3FsU8DLz4R00_xdv6r2pI?authuser=0&hl=en&rclk=1,,,173,,,,,,,,cafe shops
One tea - One Tea,4.6,cafe shop,,24.754102,46.7445802,https://www.google.com/maps/place/%D9%88%D8%A7%D8%AD%D8%AF+%D8%B4%D8%A7%D9%8A+-+One+Tea%E2%80%AD/data=!4m7!3m6!1s0x3e2f03bbe919a1dd:0xb6d13fe7c1e58d57!8m2!3d24.754102!4d46.7445802!16s%2Fg%2F11mw0np0c8!19sChIJ3aEZ6bsDLz4RV43lwec_0bY?authuser=0&hl=en&rclk=1,,,164,,,,,,,,cafe shops
Rama is enough,3.3,cafe shop,,24.6067405,46.7445356,https://www.google.com/maps/place/%D8%B1%D8%A7%D9%85%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f835bc0358d:0x86a7ce337168e5ab!8m2!3d24.6067405!4d46.7445356!16s%2Fg%2F11gldhw5sh!19sChIJjTXAW4MPLz4Rq-VocTPOp4Y?authuser=0&hl=en&rclk=1,,,16,,,,,,,,cafe shops
Abu Ali is here,5.0,cafe shop,,24.7053651,46.7438947,https://www.google.com/maps/place/OBA+ALI+MAWJOOD/data=!4m7!3m6!1s0x3e2f036e7437a1c1:0xacee3b31edd0e162!8m2!3d24.7053651!4d46.7438947!16s%2Fg%2F11sdq02599!19sChIJwaE3dG4DLz4RYuHQ7TE77qw?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Rare Diwaniyah Café,4.2,cafe shop,,24.8191644,46.7438918,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2efd80251d1faf:0x6f188b1b7878bb10!8m2!3d24.8191644!4d46.7438918!16s%2Fg%2F11rg7c9nbn!19sChIJrx8dJYD9Lj4RELt4eBuLGG8?authuser=0&hl=en&rclk=1,,,80,,,,,,,,cafe shops
Sapphire is enough,4.1,cafe shop,,24.8189966,46.7436726,https://www.google.com/maps/place/%D9%8A%D8%A7%D9%82%D9%88%D8%AA+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd3251a8a4d9:0x5a3e4cb81316a366!8m2!3d24.8189966!4d46.7436726!16s%2Fg%2F11hf3p2_ff!19sChIJ2aSoUTL9Lj4RZqMWE7hMPlo?authuser=0&hl=en&rclk=1,,,152,,,,,,,,cafe shops
Shahi Abu Abdullah,4.0,cafe shop,,24.8209529,46.7436116,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%87%D9%8A+%D8%A3%D8%A8%D9%88+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2eff6cd676392d:0xf73ff50924c0f23e!8m2!3d24.8209529!4d46.7436116!16s%2Fg%2F11rjs4fysw!19sChIJLTl21mz_Lj4RPvLAJAn1P_c?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
Sweet point,5.0,cafe shop,,24.7709467,46.7431251,https://www.google.com/maps/place/Sweet+point/data=!4m7!3m6!1s0x3e2efd91cbb9f6bb:0xa52a41d8225de945!8m2!3d24.7709467!4d46.7431251!16s%2Fg%2F11gh8q8jg5!19sChIJu_a5y5H9Lj4RReldIthBKqU?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
Shok Cafe: specialized coffee,4.6,cafe shop,,24.7532688,46.7430355,https://www.google.com/maps/place/SHOK+Cafe+:+%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f036d997e8d67:0x1470424b043785fc!8m2!3d24.7532688!4d46.7430355!16s%2Fg%2F11ry2x0rqg!19sChIJZ41-mW0DLz4R_IU3BEtCcBQ?authuser=0&hl=en&rclk=1,,,118,,,,,,,,cafe shops
Cucumber,3.2,cafe shop,,24.7708338,46.7428183,https://www.google.com/maps/place/Choshar+Cafe/data=!4m7!3m6!1s0x3e2efdf8d4431baf:0xa010687a0b6a35d2!8m2!3d24.7708338!4d46.7428183!16s%2Fg%2F11cn3gv4wn!19sChIJrxtD1Pj9Lj4R0jVqC3poEKA?authuser=0&hl=en&rclk=1,,,52,,,,,,,,cafe shops
Cofen CAFE,4.6,cafe shop,,24.7918795,46.7428116,https://www.google.com/maps/place/%D9%83%D9%88%D9%81%D9%86+Cofen+Cafe%E2%80%AD/data=!4m7!3m6!1s0x3e2efdeed29a6881:0xf1ab016c2b6f3208!8m2!3d24.7918795!4d46.7428116!16s%2Fg%2F11sdb9bzk1!19sChIJgWia0u79Lj4RCDJvK2wBq_E?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
Kait Kofi,4.4,cafe shop,,24.7900858,46.7426118,https://www.google.com/maps/place/%D9%83%D9%88%D8%A7%D9%8A%D8%AA+%D9%83%D9%88%D9%81%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2efd90f2f932c7:0x6e71ff3b504daaff!8m2!3d24.7900858!4d46.7426118!16s%2Fg%2F11g_rmkgvc!19sChIJxzL58pD9Lj4R_6pNUDv_cW4?authuser=0&hl=en&rclk=1,,,7,,,,,,,,cafe shops
Happy Cafe,4.0,cafe shop,,24.6632177,46.7423439,https://www.google.com/maps/place/Masaya+Cafe/data=!4m7!3m6!1s0x3e2f05952969c423:0x41c5005fb3bf09dc!8m2!3d24.6632177!4d46.7423439!16s%2Fg%2F11fy1dwd8n!19sChIJI8RpKZUFLz4R3Am_s18AxUE?authuser=0&hl=en&rclk=1,,,630,,,,,,,,cafe shops
Bros cafe & sweets,3.9,cafe shop,,24.7606477,46.7417216,https://www.google.com/maps/place/Bros+cafe+%26+sweets/data=!4m7!3m6!1s0x3e2f01ac996b0019:0xd8739f27888ba0c0!8m2!3d24.7606477!4d46.7417216!16s%2Fg%2F11fnqt2699!19sChIJGQBrmawBLz4RwKCLiCefc9g?authuser=0&hl=en&rclk=1,,,288,,,,,,,,cafe shops
A12 Cafe | A Twelve,4.3,cafe shop,,24.7908002,46.7413813,https://www.google.com/maps/place/A12+Cafe+%7C+%D8%A7%D9%8A+%D8%AA%D9%88%D9%8A%D9%84%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e2efd178fdbaa8b:0x64955fe10aca20b2!8m2!3d24.7908002!4d46.7413813!16s%2Fg%2F11hkswhk76!19sChIJi6rbjxf9Lj4RsiDKCuFflWQ?authuser=0&hl=en&rclk=1,,,814,,,,,,,,cafe shops
